start_point,end_point,cost,path_nodes
10033394683,315731994,176.06179524462294,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994
10033394683,315874087,186.85386701620388,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 6077510056 250846410 6077283580 315874087
10033394683,3409521979,919.2385104662673,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 5091321281 5220236245 3925773418 250857474 250850825 4438853174 319292366 3925773419 6143086098 319292997 6143086097 2012720235 6201930318 1949038921 250848827 250848828 4770832847 4331402324 4331402329 3409533253 4331402343 4375947312 3409521966 3409521988 3409521987 3409521986 3409521985 3409521984 3409521983 3409521982 3409521981 3409521980 3409521979
10033394683,3591650063,437.9151454290462,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221534501 2030176515 3925026771 315580350 318897246 10650275425 10650275408 3591650062 3591650063
10033394683,3925026775,399.0877039788792,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221534501 2030176515 3925026771 315580350 318897246 318900475 3925026772 10650275411 318900474 3925026775
10033394683,4535407020,73.12457595796675,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 4535407020
10033394683,4557857552,513.1309159833161,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6070909078 6070909079 6070909080 6070909081 144808542 6070909083 5273502703 6070909082 5273502702 5273502701 6070909186 5273502694 5273502669 5273502693 5273502692 5273502684 5273502691 5273502695 250846403 315876671 4459017458 2030176481 315879419 250851353 6365254345 250851352 2012502019 2030176446 1945691556 250851351 4557857549 4557857550 4557857551 4557857552
10033394683,4756339743,998.6694650435339,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 5091321281 5220236245 3925773418 250857474 250850825 4438853174 319292366 3925773419 6143086098 319292997 6143086097 2012720235 6201930318 1949038921 250848827 250848828 4770832847 4331402324 4331402329 3409533253 4331402343 4375947312 3409521966 3409521967 3409521968 3409521969 3409521970 3409521971 3409521972 3409533223 3409533222 3409533221 3409533219 3409521994 3409521995 4756828736 4756828731 4439026866 4756828730 4439026869 4439026871 4439026872 3409533214 3409533215 3409533216 4756339743
10033394683,4770800198,463.05983635016275,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994 315731991 9235768193 10979381512 10658458534 1256903860 10556615834 10556615835 12218692352 250851333 4482988393 4482988394 10543781404 4784952594 1422844911 250848886 6143315375 4784952591 318896216 5275953730 4770800198
10033394683,4826997637,551.4093425114138,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 4535407020 6070909073 1343143689 250850856 6070562223 6070562208 6070562211 6070562210 6070562209 250850858 144808536 144808535 144808534 250857480 2012720229 4826997636 4805947794 4826997635 4826997633 4826997632 4826997631 4826997641 4826997640 4826997639 4826997638 4826997637
10033394683,5088336632,366.07415088721723,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632
10033394683,5091321231,253.165042561428,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 315580142 315580353 315580355 9221534511 9221536418 6142240740 6142240739 5091321231
10033394683,5091321232,251.70767007909288,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 9221534508 9221534509 318903514 1431186172 5091321227 5091321226 5091321232
10033394683,5091321261,430.3352604793098,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 250846398 5091321280 5091321279 6142262099 123627965 250848840 6142240706 6142240733 5091321246 6142240711 5091321247 5091321248 5091321249 5091321250 5091321251 5091321252 5091321253 5091321254 5091321261
10033394683,5273502652,224.59737367733968,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6070909078 6070909079 6070909080 6070909081 144808542 6070909083 5273502703 5273502688 5273502671 5273502664 5273502655 5273502652
10033394683,5273502664,194.9419622200658,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6070909078 6070909079 6070909080 6070909081 144808542 6070909083 5273502703 5273502688 5273502671 5273502664
10033394683,5304542021,502.85427493390483,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 319792816 315878456 9235768200 250851359 10043269823 9235768199 5304539316 5304539314 5304542027 5304542028 5304539312 5304542029 5304539313 5304542030 5304539319 5304539320 5304542021
10033394683,6070640225,206.69718818195994,10033394683 10033394677 10033394695 10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 4535407020 6070909073 1343143689 250850856 250846394 250850857 6070640246 6070640247 6070640224 6070640227 6070640226 6070640225
10033394683,6080591472,309.08752014733403,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 6077510056 250846410 6077283580 315874087 6080591464 6080591465 6080591469 6080591468 6080591472
10033394683,6080591482,325.90594994612337,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 4583765009 250846412 6080591481 6080591484 6080591478 6080591471 6080591480 6080591483 6080591482
10033394683,6082860449,154.3197136166832,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 6082860451 6082860450 6082860449
10033394683,6098627366,565.0285805740278,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 315580142 315580353 315580355 9221534511 9221536418 6142240740 6142240739 1787128946 250848880 2023580404 250848836 318900878 250848833 6098627365 6098627366
10033394683,6143316100,491.0474741391411,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994 315731991 9235768193 10979381512 10658458534 1256903860 10556615834 10556615835 12218692352 250851333 4482988393 4482988394 10543781404 4784952594 1422844911 250848886 4784952592 6143315380 4487508888 6143316114 1314391525 6143316102 6143316101 6143316093 6143316097 6143316092 6143316096 6143316091 6143316098 6143316090 6143316095 6143316089 6143316094 6143316088 6143316100
10033394683,6143316112,506.7763140284229,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994 315731991 9235768193 10979381512 10658458534 1256903860 10556615834 10556615835 12218692352 250851333 4482988393 4482988394 10543781404 4784952594 1422844911 250848886 6143315375 4784952591 318896216 5275953730 4770800198 4784953028 4784953027 6143316103 6143316112
10033394683,6370758217,349.6177135346455,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 4583765009 250846412 6080591481 6080591484 6080591478 6080591471 6080591480 6080591483 6080591482 6370758218 6370758217
10033394683,6373168047,441.21707314491596,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 4583765009 250846412 6080591481 6080591484 6080591478 6080591471 6080591480 6080591483 6080591482 6370758218 6370758217 6370758216 6373165777 6373165775 6373165776 6373165778 6373165773 5224365791 6373168048 6373168047
10033394683,9182429640,383.9333446489184,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 250846426 3925023164 315874077 315603785 3925023163 250846413 9201134029 250850845 250850849 3293232672 9182429627 9182429640
10033394683,9182594857,298.0382771149366,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 250846426 9182823772 2485362621 250850884 250850889 250850888 9182594857
10033394683,9199741768,371.84826686608113,10033394683 10033394714 4712548032 10033394679 795912805 9235768189 4566600463 4566600464 315751879 4566600465 4566600466 1319143427 10697564344 250846428 250850901 9214360739 9214245784 250850900 1332652137 9198323969 9214360719 250850891 9198323959 9198420999 9198420998 9199741772 9199741771 9199741770 9199741769 9199741768
10033394683,9201134022,272.1312802654402,10033394683 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 250846426 3925023164 315874077 9201134022
10033394683,9235768197,219.48575855509472,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994 315731991 9235768193 9235768196 9235768197
10033394683,9251435991,506.2993357927479,10033394683 10033394714 4712548032 10033394679 250857470 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221534501 2030176515 3925026771 315580350 318897246 10650275425 10650275408 3591650062 10693176343 4712489905 9251435991
10033394710,10556615839,294.6605083447772,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 9221534508 9221534509 318903514 1431186172 5091321227 1431186174 5091321241 10556615839
10033394710,10979381512,235.54206233354606,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 250857471 6152233507 5088833596 5088833597 5088833598 315731994 315731991 9235768193 10979381512
10033394710,11497417647,932.7052626576219,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221534501 2030176515 3925026771 315580350 318897246 318900475 3925026772 10650275411 12566186114 12309595240 9251490824 12566186102 3591650061 9251490825 9251490819 9251490818 9251490820 3591650066 318896220 10693176344 250851336 250851337 2480547387 250851345 2025194873 318894441 250848859 11509047380 11509047379 11509047378 250848860 11540154528 2024369620 250848848 2024369622 2024369623 2024369624 3591689988 3591689990 3591689991 3591689992 3591690195 11497413857 11497417644 11497417645 11497417647
10033394710,12566155558,482.17482326696575,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 250846398 5091321280 5091321279 6142262099 123627965 250848840 6142240706 6142240733 5091321246 6142240711 5091321247 5091321248 5091321249 5091321250 5091321251 5091321252 5091321253 5091321254 5091321261 5091321262 5275953730 5275953729 5271966811 12566155558
10033394710,1314391479,297.4979067281104,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221765032 2030176513 9222353851 1314391479
10033394710,1351410897,736.6050976338156,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221765032 2030176513 9222353851 1314391479 3920898667 9222353849 4286673844 1314428549 1314428562 250851340 123627958 250851346 250850876 321611187 9197128343 250850867 9194016305 321611181 3920367197 4583894688 250848843 1382098362 315614404 3920367198 297537370 1351410897
10033394710,1377649981,347.15608276416435,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 250846398 5091321280 5091321279 6142262099 123627965 5591133188 250850829 6142240737 1785813504 1377649981
10033394710,1382098366,765.1144449420656,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221534501 2030176515 3925026771 315580350 318897246 10650275425 10650275408 3591650062 10693176343 250848873 318896217 250848865 250848864 250848863 250848862 7837854666 11506847856 11506847857 11506847858 11506847859 250848850 1382098366
10033394710,1785220738,699.0502192390207,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534503 250846414 9221536419 9221765031 1256900706 9221534499 9221534500 9221765032 2030176513 9222353851 1314391479 3920898667 9222353849 4286673844 1314428549 1314428562 250851340 123627958 250851346 250850876 321611187 9194016306 5091321222 5091320220 5091321221 9194016307 250848856 11509047393 11509047392 1785219440 11509047391 250848857 11509047390 11509047389 1785220738
10033394710,1944588188,641.5583372089277,10033394710 10033394695 10033394711 10033394694 10033394704 10033394703 10033394713 10033394714 4712548032 10033394679 795912805 9235768189 4566600463 4566600464 315751879 4566600465 4566600466 1319143427 10697564344 250846428 250850901 9214360739 9214245784 250850900 1332652137 9198323969 9214360719 250850891 9198323959 250850878 250850877 5091321224 250850869 1324159545 2025194837 1786620407 9197128342 1786620410 250850866 9190434989 250850868 315614392 2025194861 1944588188
10033394710,2012502036,515.5657179683192,10033394710 10033394695 10033394711 10033394694 10033394704 10033394703 10033394713 10033394714 4712548032 10033394679 795912805 250857465 315751883 1317712532 2012502031 250846434 250846426 9182823772 2485362621 250850884 250850886 4583765028 250850885 9198323958 9183225523 250850879 9181224715 250850863 4583765030 250850834 315614412 2012502036
10033394710,2021402068,687.7210632669497,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 319792816 315878456 9235768200 250851359 10043269823 9235768199 5304539316 2030176496 4771200651 5538681506 315880465 1935533195 5934193643 2021402208 2021402209 2021402206 2021402204 4515988729 3931675695 5867494306 5867494305 2021402171 2021402169 2021402066 2021402068
10033394710,2021402181,608.7375780454626,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 319792816 315878456 9235768200 250851359 250851360 4837339477 2012557593 1945691561 4771200728 123627968 2021402211 2023217052 4515988730 3925747128 5867558651 2021402183 2021402181
10033394710,2021402211,535.603610517673,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 319792816 315878456 9235768200 250851359 250851360 4837339477 2012557593 1945691561 4771200728 123627968 2021402211
10033394710,2021886507,751.0529101443742,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 9221534508 9221534509 318903514 1431186172 5091321227 1431186174 5091321241 10556615839 5091321240 250848881 1256903862 250848835 4487496775 4487496782 4487496783 4487496784 4487496777 318900879 369945850 250848834 4760521098 1352906299 4760521099 1352906301 4681722774 250857477 6143097044 2023580434 2021886502 2021886505 2021886507
10033394710,2025439723,607.3110269489559,10033394710 10033394696 10033394709 10033394697 10033394712 10033394698 10033394708 10033394699 10033394707 10033394700 10033394686 10033394690 10033394715 4479772518 10033394678 5260701924 5260701926 250857466 6082860448 250846418 9221534513 9221534504 9221534505 9221534510 315580142 315580353 315580355 9221534511 9221536418 6142240740 6142240739 1787128946 250848880 2023580404 250848836 318900878 250848833 6098627365 2025439723
10033394710,2028085152,845.0759459676117,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 250846393 10033394680 6070909074 1343143735 6070909075 250846392 1343143768 6070909076 6070909072 6070909077 144808546 6152233512 1787125741 5274107695 5274107696 5274107697 6152233513 5597253909 5597253910 5597253908 5088336637 5088336638 9235768198 5088336636 5088336635 5088336634 5088336632 321611404 250846399 319792816 315878456 9235768200 250851359 250851360 4837339477 2012557593 1945691561 4771200728 123627968 2021402216 2023217054 4515988732 3925747129 2021402192 2023217050 1954716619 1952803737 1952803735 2026739973 2026739970 4515988725 1942500934 1942500932 2028085155 2028085152
10033394710,250846405,267.107942585733,10033394710 10033394696 10033394709 10033394697 10033394712 10033394682 4712487701 10033394681 4535407020 6070909073 1343143689 250850856 6070562223 6070562208 250850855 144808538 250846405
